Index,Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
5716,138642,Alpha Innovations,Influencer,All Ages,15 days,Website,0.09,16602.00,2.83,New York,English,688,4231,4,Foodies,11/3/2021
5717,138645,DataTech Solutions,Display,All Ages,45 days,Google Ads,0.06,10847.00,2.24,Houston,German,227,6333,5,Foodies,11/6/2021
5718,138660,NexGen Systems,Email,All Ages,45 days,Instagram,0.11,12326.00,3.38,Los Angeles,Mandarin,793,8401,2,Foodies,11/21/2021
5719,138663,Alpha Innovations,Display,All Ages,45 days,Google Ads,0.06,14292.00,5.88,Houston,Mandarin,217,7399,10,Foodies,11/24/2021
5720,138714,Innovate Industries,Display,All Ages,15 days,Facebook,0.06,10066.00,5.36,Miami,Spanish,955,5556,7,Foodies,1/14/2021
5721,138758,DataTech Solutions,Influencer,All Ages,45 days,Facebook,0.06,11559.00,4.18,Los Angeles,English,838,8852,8,Foodies,2/27/2021
5722,138771,DataTech Solutions,Search,All Ages,15 days,Facebook,0.11,7420.00,2.05,New York,German,677,3034,9,Foodies,3/12/2021
5723,138803,NexGen Systems,Display,All Ages,45 days,Instagram,0.03,5308.00,6.14,Los Angeles,Spanish,276,9788,1,Foodies,4/13/2021
5724,138818,TechCorp,Display,All Ages,60 days,Website,0.13,12298.00,7.89,Miami,Spanish,200,6934,3,Foodies,4/28/2021
5725,138819,DataTech Solutions,Display,All Ages,15 days,Instagram,0.09,7858.00,2.26,Miami,French,866,7887,6,Foodies,4/29/2021
5726,138834,NexGen Systems,Email,All Ages,30 days,Website,0.08,15102.00,5.39,Miami,German,390,1245,4,Foodies,5/14/2021
5727,138837,Alpha Innovations,Display,All Ages,30 days,YouTube,0.08,15493.00,4.3,Miami,Mandarin,501,3198,8,Foodies,5/17/2021
5728,138862,TechCorp,Social Media,All Ages,15 days,Google Ads,0.14,16423.00,3.04,Miami,French,449,6237,10,Foodies,6/11/2021
5729,138872,Alpha Innovations,Social Media,All Ages,45 days,Google Ads,0.03,17990.00,6.51,Chicago,German,678,4814,8,Foodies,6/21/2021
5730,138882,Alpha Innovations,Social Media,All Ages,45 days,Website,0.07,5231.00,2.05,New York,German,767,3494,7,Foodies,7/1/2021
5731,138893,NexGen Systems,Social Media,All Ages,15 days,Facebook,0.03,11343.00,7.11,Houston,French,864,1398,10,Foodies,7/12/2021
5732,138907,DataTech Solutions,Influencer,All Ages,45 days,Website,0.04,13026.00,7.93,Chicago,German,627,2922,8,Foodies,7/26/2021
5733,138914,TechCorp,Search,All Ages,60 days,YouTube,0.02,18149.00,4.8,Miami,English,121,6284,8,Foodies,8/2/2021
5734,138922,Innovate Industries,Email,All Ages,30 days,Email,0.14,8137.00,6.6,Los Angeles,French,261,8799,7,Foodies,8/10/2021
5735,138923,TechCorp,Search,All Ages,45 days,Google Ads,0.08,9468.00,5.47,Miami,German,175,9853,3,Foodies,8/11/2021
5736,138961,TechCorp,Influencer,All Ages,60 days,Facebook,0.15,8579.00,7.77,Chicago,German,246,3382,1,Foodies,9/18/2021
5737,138971,DataTech Solutions,Social Media,All Ages,45 days,Email,0.12,8269.00,3.53,Chicago,Mandarin,792,8267,6,Foodies,9/28/2021
5738,139025,NexGen Systems,Display,All Ages,60 days,Facebook,0.06,12582.00,7.03,Chicago,Mandarin,781,9052,2,Foodies,11/21/2021
5739,139028,Innovate Industries,Social Media,All Ages,60 days,YouTube,0.13,9727.00,3.59,Chicago,French,589,4578,9,Foodies,11/24/2021
5740,139039,Innovate Industries,Influencer,All Ages,30 days,Facebook,0.13,6857.00,7.28,Houston,English,711,8389,8,Foodies,12/5/2021
5741,139057,NexGen Systems,Influencer,All Ages,60 days,Website,0.02,19495.00,5.4,Los Angeles,Mandarin,880,4157,10,Foodies,12/23/2021
5742,139112,DataTech Solutions,Influencer,All Ages,30 days,Facebook,0.13,16787.00,6.18,Miami,English,866,5004,9,Foodies,2/16/2021
5743,139125,NexGen Systems,Email,All Ages,15 days,Instagram,0.01,11434.00,3.74,Miami,German,278,8871,3,Foodies,3/1/2021
5744,139141,NexGen Systems,Email,All Ages,30 days,Google Ads,0.02,8547.00,7.93,Houston,French,102,2474,8,Foodies,3/17/2021
5745,139158,NexGen Systems,Display,All Ages,60 days,Instagram,0.12,6990.00,7.52,New York,French,789,5487,3,Foodies,4/3/2021
5746,139199,DataTech Solutions,Social Media,All Ages,45 days,Instagram,0.12,15016.00,5.89,New York,English,349,3828,9,Foodies,5/14/2021
5747,139304,TechCorp,Social Media,All Ages,30 days,Google Ads,0.13,5572.00,3.53,Houston,Spanish,113,9029,7,Foodies,8/27/2021
5748,139314,NexGen Systems,Display,All Ages,60 days,Website,0.14,8814.00,7.44,Los Angeles,French,132,3467,5,Foodies,9/6/2021
5749,139328,TechCorp,Email,All Ages,45 days,Website,0.03,7756.00,7.3,New York,Mandarin,786,6357,9,Foodies,9/20/2021
5750,139367,TechCorp,Influencer,All Ages,45 days,Email,0.14,14894.00,5.31,Chicago,French,442,5971,2,Foodies,10/29/2021
5751,139375,TechCorp,Search,All Ages,30 days,Facebook,0.15,14965.00,7.32,Miami,Mandarin,923,3458,4,Foodies,11/6/2021
5752,139473,NexGen Systems,Email,All Ages,45 days,Instagram,0.11,5556.00,5.65,Miami,French,647,9335,6,Foodies,2/12/2021
5753,139532,TechCorp,Display,All Ages,45 days,YouTube,0.05,7292.00,7.78,Houston,Mandarin,570,5378,10,Foodies,4/12/2021
5754,139564,Innovate Industries,Influencer,All Ages,60 days,Instagram,0.12,7071.00,2.96,Chicago,Mandarin,646,4296,4,Foodies,5/14/2021
5755,139586,TechCorp,Search,All Ages,60 days,Google Ads,0.03,15969.00,4.57,New York,Mandarin,119,3261,5,Foodies,6/5/2021
5756,139645,DataTech Solutions,Search,All Ages,45 days,Google Ads,0.11,19652.00,2.44,Chicago,French,639,3530,7,Foodies,8/3/2021
5757,139697,Innovate Industries,Email,All Ages,15 days,YouTube,0.14,12538.00,6.28,Los Angeles,English,151,6100,3,Foodies,9/24/2021
5758,139728,TechCorp,Email,All Ages,30 days,YouTube,0.14,5610.00,5.51,Miami,French,381,4562,6,Foodies,10/25/2021
5759,139778,TechCorp,Display,All Ages,15 days,Google Ads,0.03,14245.00,7.37,Los Angeles,German,127,9490,8,Foodies,12/14/2021
5760,139791,TechCorp,Email,All Ages,30 days,Google Ads,0.1,19158.00,3.96,New York,Mandarin,896,1681,9,Foodies,12/27/2021
5761,139797,TechCorp,Influencer,All Ages,45 days,YouTube,0.01,6874.00,7.42,Chicago,English,593,3532,6,Foodies,1/2/2021
5762,139824,TechCorp,Social Media,All Ages,30 days,Instagram,0.02,13098.00,5.47,Chicago,Mandarin,239,3128,2,Foodies,1/29/2021
5763,139828,TechCorp,Influencer,All Ages,45 days,Instagram,0.13,18580.00,3.78,Houston,German,719,2340,3,Foodies,2/2/2021
5764,139906,Alpha Innovations,Display,All Ages,45 days,Google Ads,0.02,5348.00,7.4,Houston,German,990,9976,8,Foodies,4/21/2021
5765,139943,NexGen Systems,Influencer,All Ages,30 days,Google Ads,0.09,17599.00,6.19,Miami,Spanish,111,6102,10,Foodies,5/28/2021
5766,139954,Alpha Innovations,Influencer,All Ages,60 days,Email,0.1,16573.00,3.13,Houston,Mandarin,487,2744,6,Foodies,6/8/2021
5767,139997,Innovate Industries,Email,All Ages,15 days,Website,0.04,16700.00,7.06,Los Angeles,German,978,5949,5,Foodies,7/21/2021
5768,140008,TechCorp,Influencer,All Ages,60 days,Instagram,0.04,15340.00,6.45,Chicago,Mandarin,412,4797,2,Foodies,8/1/2021
5769,140022,NexGen Systems,Search,All Ages,60 days,Google Ads,0.14,18179.00,3.56,Miami,Mandarin,161,6023,4,Foodies,8/15/2021
5770,140025,Innovate Industries,Search,All Ages,45 days,Google Ads,0.04,15210.00,2.09,Houston,German,324,6476,7,Foodies,8/18/2021
5771,140030,DataTech Solutions,Email,All Ages,15 days,Email,0.1,19321.00,5.65,Los Angeles,English,860,8441,4,Foodies,8/23/2021
5772,140058,TechCorp,Social Media,All Ages,45 days,Facebook,0.01,8771.00,5.9,Chicago,Mandarin,558,6157,10,Foodies,9/20/2021
5773,140082,Alpha Innovations,Search,All Ages,15 days,Email,0.01,6832.00,2.68,Los Angeles,English,238,4442,3,Foodies,10/14/2021
5774,140084,NexGen Systems,Display,All Ages,60 days,Google Ads,0.13,16402.00,6.79,New York,English,723,9533,3,Foodies,10/16/2021
5775,140101,Innovate Industries,Social Media,All Ages,30 days,Email,0.09,17683.00,2.32,Miami,French,239,6433,2,Foodies,11/2/2021
5776,140133,TechCorp,Influencer,All Ages,60 days,Email,0.03,12400.00,7.71,Houston,Spanish,301,2127,8,Foodies,12/4/2021
5777,140162,Innovate Industries,Email,All Ages,15 days,Website,0.07,8826.00,2.89,New York,Spanish,532,2108,8,Foodies,1/2/2021
5778,140166,Alpha Innovations,Social Media,All Ages,60 days,YouTube,0.02,13233.00,5.12,Houston,Spanish,103,5841,4,Foodies,1/6/2021
5779,140195,DataTech Solutions,Social Media,All Ages,30 days,Website,0.02,5292.00,7.76,Houston,English,616,7952,5,Foodies,2/4/2021
5780,140230,NexGen Systems,Influencer,All Ages,15 days,Instagram,0.03,18296.00,5.45,Miami,English,717,6706,4,Foodies,3/11/2021
5781,140244,TechCorp,Social Media,All Ages,30 days,Instagram,0.1,15973.00,4.19,Miami,Spanish,881,6272,2,Foodies,3/25/2021
5782,140256,Innovate Industries,Display,All Ages,15 days,Email,0.08,18996.00,6.77,Chicago,English,972,7957,3,Foodies,4/6/2021
5783,140261,Innovate Industries,Search,All Ages,60 days,Email,0.01,18836.00,6.52,Chicago,Mandarin,466,8056,1,Foodies,4/11/2021
5784,140274,Alpha Innovations,Display,All Ages,60 days,Google Ads,0.03,18898.00,6.11,Miami,English,989,5113,9,Foodies,4/24/2021
5785,140308,NexGen Systems,Display,All Ages,60 days,Google Ads,0.12,17485.00,7.62,Los Angeles,French,994,5534,10,Foodies,5/28/2021
5786,140317,Alpha Innovations,Influencer,All Ages,45 days,Website,0.04,19321.00,5.15,New York,German,987,9286,3,Foodies,6/6/2021
5787,140319,NexGen Systems,Social Media,All Ages,45 days,YouTube,0.09,16154.00,5.4,Chicago,French,147,5384,6,Foodies,6/8/2021
5788,140376,TechCorp,Search,All Ages,15 days,Email,0.09,5007.00,3.39,Los Angeles,German,778,9901,9,Foodies,8/4/2021
5789,140423,DataTech Solutions,Social Media,All Ages,60 days,Facebook,0.05,14826.00,5.16,Chicago,Mandarin,680,7363,10,Foodies,9/20/2021
5790,140456,Innovate Industries,Influencer,All Ages,45 days,Website,0.07,16047.00,2.24,Houston,German,380,1151,10,Foodies,10/23/2021
5791,140464,DataTech Solutions,Display,All Ages,15 days,Facebook,0.05,13752.00,5.11,New York,Mandarin,477,9729,1,Foodies,10/31/2021
5792,140479,Alpha Innovations,Influencer,All Ages,15 days,Facebook,0.1,7984.00,2.36,Miami,Mandarin,980,4478,7,Foodies,11/15/2021
5793,140512,Innovate Industries,Social Media,All Ages,30 days,Website,0.11,18805.00,4.81,Miami,German,505,1174,2,Foodies,12/18/2021
5794,140558,Alpha Innovations,Social Media,All Ages,45 days,Facebook,0.12,19481.00,5.63,Los Angeles,Mandarin,781,5153,6,Foodies,2/2/2021
5795,140563,Innovate Industries,Display,All Ages,45 days,Website,0.12,6583.00,6.66,New York,German,225,8900,1,Foodies,2/7/2021
5796,140594,Innovate Industries,Social Media,All Ages,30 days,YouTube,0.13,10270.00,3.2,Los Angeles,French,933,2279,2,Foodies,3/10/2021
5797,140597,DataTech Solutions,Search,All Ages,45 days,YouTube,0.12,6708.00,3.04,Miami,Spanish,903,2957,2,Foodies,3/13/2021
5798,140602,TechCorp,Influencer,All Ages,30 days,Email,0.07,12527.00,2.42,Miami,German,624,3961,9,Foodies,3/18/2021
5799,140628,DataTech Solutions,Influencer,All Ages,15 days,Website,0.1,17240.00,5.04,Miami,German,562,5094,10,Foodies,4/13/2021
5800,140630,TechCorp,Social Media,All Ages,60 days,Website,0.02,18568.00,7.53,Houston,Mandarin,235,8534,3,Foodies,4/15/2021
5801,140639,DataTech Solutions,Influencer,All Ages,60 days,Email,0.03,17355.00,3.46,Los Angeles,English,163,5472,6,Foodies,4/24/2021
5802,140647,TechCorp,Email,All Ages,60 days,Google Ads,0.03,10399.00,4.16,Los Angeles,German,378,3837,6,Foodies,5/2/2021
5803,140656,Innovate Industries,Social Media,All Ages,45 days,Facebook,0.14,13104.00,6.26,New York,German,405,4269,1,Foodies,5/11/2021
5804,140670,Innovate Industries,Search,All Ages,45 days,Instagram,0.1,18834.00,2.51,Los Angeles,Spanish,351,7131,5,Foodies,5/25/2021
5805,140672,NexGen Systems,Search,All Ages,15 days,YouTube,0.1,16019.00,3.06,Miami,German,723,8651,9,Foodies,5/27/2021
5806,140676,Innovate Industries,Display,All Ages,60 days,Google Ads,0.06,5110.00,6.68,New York,German,200,5892,5,Foodies,5/31/2021
5807,140701,TechCorp,Social Media,All Ages,15 days,Facebook,0.02,6507.00,6.84,Los Angeles,Mandarin,112,5908,3,Foodies,6/25/2021
5808,140738,DataTech Solutions,Email,All Ages,30 days,Website,0.09,5652.00,2.71,Chicago,English,432,2762,8,Foodies,8/1/2021
5809,140753,NexGen Systems,Search,All Ages,45 days,Google Ads,0.09,11604.00,5.58,New York,English,310,8468,2,Foodies,8/16/2021
5810,140759,Alpha Innovations,Email,All Ages,60 days,Website,0.09,13571.00,7.85,Chicago,Mandarin,866,5772,9,Foodies,8/22/2021
5811,140766,DataTech Solutions,Social Media,All Ages,15 days,Facebook,0.09,18974.00,2.67,Miami,German,151,9765,1,Foodies,8/29/2021
5812,140780,Alpha Innovations,Display,All Ages,30 days,Google Ads,0.15,17062.00,3.5,Los Angeles,French,595,8938,5,Foodies,9/12/2021
5813,140839,Innovate Industries,Social Media,All Ages,15 days,Facebook,0.04,10512.00,2.03,Houston,French,682,8341,8,Foodies,11/10/2021
5814,140863,Innovate Industries,Search,All Ages,45 days,Google Ads,0.14,10535.00,6.34,New York,English,379,2168,5,Foodies,12/4/2021
5815,140881,DataTech Solutions,Search,All Ages,45 days,YouTube,0.04,16722.00,3.41,Houston,Mandarin,403,2074,9,Foodies,12/22/2021
5816,140962,DataTech Solutions,Social Media,All Ages,60 days,Email,0.04,15418.00,5.16,Houston,German,397,5049,3,Foodies,3/13/2021
5817,140964,Innovate Industries,Search,All Ages,30 days,Website,0.12,16264.00,3.48,New York,German,124,3096,9,Foodies,3/15/2021
5818,140980,TechCorp,Influencer,All Ages,30 days,Instagram,0.06,6604.00,4.97,Los Angeles,Mandarin,980,7695,4,Foodies,3/31/2021
5819,140992,Alpha Innovations,Influencer,All Ages,30 days,Email,0.05,6104.00,6.25,Houston,French,119,7581,3,Foodies,4/12/2021
5820,141004,Alpha Innovations,Search,All Ages,15 days,YouTube,0.06,19376.00,5.74,Chicago,Spanish,972,9851,3,Foodies,4/24/2021
5821,141027,Innovate Industries,Email,All Ages,15 days,Instagram,0.14,15921.00,5.85,Los Angeles,Mandarin,443,3610,1,Foodies,5/17/2021
5822,141080,NexGen Systems,Email,All Ages,15 days,YouTube,0.13,19202.00,6.24,Los Angeles,Mandarin,421,4338,4,Foodies,7/9/2021
5823,141091,TechCorp,Display,All Ages,15 days,Facebook,0.09,9385.00,5.18,Los Angeles,Mandarin,133,2248,10,Foodies,7/20/2021
5824,141096,NexGen Systems,Influencer,All Ages,45 days,Website,0.14,19081.00,7.73,Los Angeles,German,605,1421,10,Foodies,7/25/2021
5825,141112,TechCorp,Social Media,All Ages,15 days,Email,0.08,19607.00,3.04,Houston,German,148,2402,4,Foodies,8/10/2021
5826,141124,Innovate Industries,Display,All Ages,15 days,Website,0.11,9056.00,5.87,Miami,French,595,1641,4,Foodies,8/22/2021
5827,141168,DataTech Solutions,Email,All Ages,15 days,Email,0.04,9495.00,5.05,Chicago,Spanish,927,3624,4,Foodies,10/5/2021
5828,141240,DataTech Solutions,Search,All Ages,60 days,Google Ads,0.09,11707.00,4.02,Houston,Mandarin,922,3529,3,Foodies,12/16/2021
5829,141247,Alpha Innovations,Search,All Ages,45 days,Instagram,0.09,9707.00,4.46,Houston,German,890,5566,1,Foodies,12/23/2021
5830,141248,Innovate Industries,Search,All Ages,30 days,Facebook,0.07,11324.00,3.05,Miami,Mandarin,782,2632,8,Foodies,12/24/2021
5831,141298,DataTech Solutions,Email,All Ages,45 days,Email,0.14,15674.00,4.47,Chicago,French,668,6402,4,Foodies,2/12/2021
5832,141301,TechCorp,Search,All Ages,45 days,YouTube,0.03,7671.00,2.59,Miami,Mandarin,629,6046,5,Foodies,2/15/2021
5833,141352,Innovate Industries,Display,All Ages,30 days,Google Ads,0.07,16293.00,3.6,New York,German,967,2455,4,Foodies,4/7/2021
5834,141368,Alpha Innovations,Email,All Ages,60 days,YouTube,0.09,8178.00,5.07,Los Angeles,English,495,7097,8,Foodies,4/23/2021
5835,141411,TechCorp,Social Media,All Ages,45 days,Facebook,0.07,7341.00,6.07,Miami,German,391,4389,5,Foodies,6/5/2021
5836,141434,DataTech Solutions,Email,All Ages,60 days,Website,0.1,8267.00,6.41,New York,German,397,5459,7,Foodies,6/28/2021
5837,141436,Innovate Industries,Influencer,All Ages,15 days,YouTube,0.13,6510.00,5.08,Houston,German,979,7490,3,Foodies,6/30/2021
5838,141451,NexGen Systems,Email,All Ages,15 days,Email,0.02,6815.00,7.69,Chicago,English,172,5386,6,Foodies,7/15/2021
5839,141473,NexGen Systems,Email,All Ages,30 days,Email,0.07,17145.00,5.14,New York,Spanish,568,3800,10,Foodies,8/6/2021
5840,141487,DataTech Solutions,Influencer,All Ages,30 days,Google Ads,0.02,10161.00,3.4,Miami,Mandarin,116,5143,3,Foodies,8/20/2021
5841,141519,Innovate Industries,Display,All Ages,30 days,Email,0.07,15100.00,6.1,Chicago,German,934,3500,4,Foodies,9/21/2021
5842,141531,Alpha Innovations,Display,All Ages,45 days,YouTube,0.06,7012.00,3.42,Miami,German,205,8977,5,Foodies,10/3/2021
5843,141540,DataTech Solutions,Influencer,All Ages,60 days,Google Ads,0.12,15620.00,3.85,Houston,English,324,7634,7,Foodies,10/12/2021
5844,141570,Alpha Innovations,Display,All Ages,30 days,Google Ads,0.13,17897.00,6.35,Houston,French,710,7054,10,Foodies,11/11/2021
5845,141586,NexGen Systems,Search,All Ages,60 days,Website,0.11,13174.00,4.13,New York,English,458,7506,8,Foodies,11/27/2021
5846,141664,Innovate Industries,Email,All Ages,15 days,Email,0.01,19273.00,6.09,Miami,Mandarin,991,3145,2,Foodies,2/13/2021
5847,141674,Innovate Industries,Social Media,All Ages,15 days,Website,0.08,16225.00,7.96,Chicago,English,450,3872,6,Foodies,2/23/2021
5848,141686,Innovate Industries,Email,All Ages,15 days,Website,0.01,12369.00,3.81,New York,Mandarin,630,2955,7,Foodies,3/7/2021
5849,141729,Innovate Industries,Email,All Ages,60 days,YouTube,0.04,19896.00,4.01,Miami,Spanish,557,4713,5,Foodies,4/19/2021
5850,141731,TechCorp,Search,All Ages,30 days,Instagram,0.12,6935.00,6.69,Chicago,German,531,5047,4,Foodies,4/21/2021
5851,141757,DataTech Solutions,Search,All Ages,30 days,Website,0.05,16159.00,4.74,Chicago,Spanish,755,3891,1,Foodies,5/17/2021
5852,141794,Innovate Industries,Email,All Ages,30 days,Instagram,0.06,6021.00,6.17,Chicago,German,119,1235,4,Foodies,6/23/2021
5853,141804,Innovate Industries,Email,All Ages,30 days,Google Ads,0.11,9214.00,4.2,Miami,Mandarin,729,2852,4,Foodies,7/3/2021
5854,141807,NexGen Systems,Display,All Ages,45 days,Email,0.1,6503.00,2,Houston,Mandarin,924,3112,8,Foodies,7/6/2021
5855,141812,Innovate Industries,Email,All Ages,15 days,Facebook,0.03,10344.00,4.37,New York,Mandarin,843,3249,1,Foodies,7/11/2021
5856,141835,Innovate Industries,Social Media,All Ages,30 days,Facebook,0.02,15247.00,3.12,New York,English,130,3473,7,Foodies,8/3/2021
5857,141875,Alpha Innovations,Search,All Ages,60 days,YouTube,0.11,10328.00,5.7,Los Angeles,French,923,2222,9,Foodies,9/12/2021
5858,141879,TechCorp,Influencer,All Ages,45 days,Facebook,0.03,10418.00,4.74,Chicago,English,206,3679,3,Foodies,9/16/2021
5859,141926,Innovate Industries,Search,All Ages,45 days,Facebook,0.03,5161.00,2.77,Chicago,English,225,7841,4,Foodies,11/2/2021
5860,141934,NexGen Systems,Social Media,All Ages,15 days,Facebook,0.08,12204.00,3.89,Miami,Mandarin,215,5636,10,Foodies,11/10/2021
5861,141937,Alpha Innovations,Email,All Ages,30 days,Facebook,0.13,13325.00,6.57,Houston,French,478,2400,3,Foodies,11/13/2021
5862,141977,Alpha Innovations,Search,All Ages,60 days,Instagram,0.15,15336.00,2.7,Los Angeles,German,593,8129,1,Foodies,12/23/2021
5863,141994,TechCorp,Search,All Ages,60 days,Google Ads,0.15,15686.00,5.05,Chicago,French,704,6820,5,Foodies,1/9/2021
5864,142005,DataTech Solutions,Display,All Ages,15 days,Instagram,0.15,12158.00,4.81,Chicago,Mandarin,931,1122,8,Foodies,1/20/2021
5865,142050,DataTech Solutions,Social Media,All Ages,45 days,Instagram,0.15,7127.00,5.69,Miami,Mandarin,751,5906,9,Foodies,3/6/2021
5866,142051,Alpha Innovations,Email,All Ages,45 days,Email,0.12,17779.00,6.68,Miami,Mandarin,444,8072,3,Foodies,3/7/2021
5867,142084,DataTech Solutions,Email,All Ages,60 days,Facebook,0.02,5529.00,5.61,Houston,French,783,3391,8,Foodies,4/9/2021
5868,142121,Innovate Industries,Email,All Ages,60 days,Instagram,0.04,11434.00,2.4,Los Angeles,English,768,3777,3,Foodies,5/16/2021
5869,142157,TechCorp,Search,All Ages,30 days,Facebook,0.02,9214.00,3.6,Miami,French,768,5722,2,Foodies,6/21/2021
5870,142250,Alpha Innovations,Display,All Ages,45 days,Email,0.06,12511.00,3.4,Chicago,English,240,9376,1,Foodies,9/22/2021
5871,142279,Alpha Innovations,Display,All Ages,30 days,Website,0.02,7588.00,3.91,Miami,English,587,3223,6,Foodies,10/21/2021
5872,142281,TechCorp,Influencer,All Ages,15 days,Google Ads,0.13,15463.00,3.7,Los Angeles,German,729,9961,2,Foodies,10/23/2021
5873,142357,NexGen Systems,Influencer,All Ages,15 days,Facebook,0.03,15196.00,6.37,Los Angeles,French,285,4633,7,Foodies,1/7/2021
5874,142415,DataTech Solutions,Display,All Ages,15 days,Instagram,0.08,9323.00,3.81,Los Angeles,Mandarin,683,6566,9,Foodies,3/6/2021
5875,142450,Alpha Innovations,Email,All Ages,45 days,Google Ads,0.03,15216.00,4.12,New York,Spanish,989,4018,6,Foodies,4/10/2021
5876,142451,TechCorp,Email,All Ages,30 days,Facebook,0.05,13945.00,5.97,Houston,French,240,2510,9,Foodies,4/11/2021
5877,142494,TechCorp,Display,All Ages,45 days,YouTube,0.05,8684.00,4.08,New York,French,100,1956,2,Foodies,5/24/2021
5878,142585,TechCorp,Influencer,All Ages,45 days,Google Ads,0.06,9970.00,4.97,New York,Mandarin,768,1493,9,Foodies,8/23/2021
5879,142654,NexGen Systems,Display,All Ages,45 days,Email,0.1,16304.00,2.57,Los Angeles,English,551,3438,3,Foodies,10/31/2021
5880,142673,TechCorp,Influencer,All Ages,15 days,YouTube,0.06,17864.00,7.65,Miami,English,386,6045,1,Foodies,11/19/2021
5881,142688,TechCorp,Social Media,All Ages,60 days,Google Ads,0.1,17817.00,5.9,Chicago,French,514,3097,8,Foodies,12/4/2021
5882,142707,TechCorp,Influencer,All Ages,30 days,Website,0.07,9176.00,6.18,Chicago,Mandarin,293,4127,5,Foodies,12/23/2021
5883,142723,Alpha Innovations,Social Media,All Ages,45 days,Google Ads,0.08,12764.00,5.26,Miami,German,813,2761,5,Foodies,1/8/2021
5884,142810,NexGen Systems,Display,All Ages,15 days,Email,0.08,10502.00,3.05,Houston,Spanish,650,2462,1,Foodies,4/5/2021
5885,142847,Innovate Industries,Social Media,All Ages,45 days,Website,0.12,16359.00,5.42,Miami,French,166,5728,8,Foodies,5/12/2021
5886,142894,NexGen Systems,Email,All Ages,45 days,Google Ads,0.09,7026.00,4.95,Houston,Spanish,111,3842,7,Foodies,6/28/2021
5887,142895,DataTech Solutions,Search,All Ages,60 days,Instagram,0.08,18009.00,5.5,New York,German,120,9322,1,Foodies,6/29/2021
5888,142935,DataTech Solutions,Social Media,All Ages,45 days,Email,0.11,12028.00,4.04,Miami,Mandarin,353,9701,6,Foodies,8/8/2021
5889,142971,TechCorp,Influencer,All Ages,45 days,Website,0.12,19197.00,5.46,Chicago,English,874,9642,6,Foodies,9/13/2021
5890,142984,DataTech Solutions,Email,All Ages,30 days,Facebook,0.08,19327.00,3.73,Miami,English,802,8226,5,Foodies,9/26/2021
5891,143011,DataTech Solutions,Social Media,All Ages,15 days,Email,0.13,9217.00,6.67,Houston,Spanish,831,1434,8,Foodies,10/23/2021
5892,143012,DataTech Solutions,Display,All Ages,60 days,Facebook,0.01,8858.00,6.8,Miami,German,530,6946,3,Foodies,10/24/2021
5893,143020,Innovate Industries,Search,All Ages,15 days,Facebook,0.12,8737.00,5.86,New York,Mandarin,112,2644,1,Foodies,11/1/2021
5894,143093,Innovate Industries,Email,All Ages,60 days,Instagram,0.06,13619.00,5.75,Chicago,French,213,4052,8,Foodies,1/13/2021
5895,143175,TechCorp,Search,All Ages,45 days,Google Ads,0.08,17969.00,2.06,Houston,German,756,5012,2,Foodies,4/5/2021
5896,143183,Alpha Innovations,Email,All Ages,30 days,YouTube,0.02,8823.00,5.27,Houston,French,498,2000,7,Foodies,4/13/2021
5897,143241,NexGen Systems,Influencer,All Ages,45 days,YouTube,0.09,16328.00,7.19,Los Angeles,German,601,8064,6,Foodies,6/10/2021
5898,143255,TechCorp,Email,All Ages,45 days,YouTube,0.14,16106.00,3.62,New York,French,409,5367,9,Foodies,6/24/2021
5899,143267,DataTech Solutions,Display,All Ages,45 days,Website,0.08,18729.00,7.46,Miami,Mandarin,908,5430,9,Foodies,7/6/2021
5900,143285,Innovate Industries,Social Media,All Ages,30 days,Instagram,0.07,17370.00,2.52,Chicago,French,225,7998,8,Foodies,7/24/2021
5901,143288,DataTech Solutions,Influencer,All Ages,60 days,Google Ads,0.13,13097.00,5.59,Los Angeles,German,747,3706,6,Foodies,7/27/2021
5902,143297,Innovate Industries,Influencer,All Ages,15 days,Email,0.11,7022.00,5.28,Miami,Spanish,795,3580,3,Foodies,8/5/2021
5903,143307,Innovate Industries,Influencer,All Ages,60 days,Instagram,0.15,11488.00,6.11,Los Angeles,German,690,6396,7,Foodies,8/15/2021
5904,143320,DataTech Solutions,Influencer,All Ages,45 days,Instagram,0.06,16693.00,3.93,Los Angeles,Mandarin,777,8787,3,Foodies,8/28/2021
5905,143322,Alpha Innovations,Social Media,All Ages,15 days,Google Ads,0.09,8208.00,2.65,Houston,French,755,8724,3,Foodies,8/30/2021
5906,143356,Alpha Innovations,Display,All Ages,30 days,Facebook,0.09,16259.00,5.28,New York,English,545,3987,1,Foodies,10/3/2021
5907,143364,Innovate Industries,Display,All Ages,15 days,Instagram,0.11,15105.00,6.49,Los Angeles,French,714,9650,6,Foodies,10/11/2021
5908,143383,NexGen Systems,Email,All Ages,30 days,Google Ads,0.08,5105.00,3.09,Chicago,French,834,8459,10,Foodies,10/30/2021
5909,143449,NexGen Systems,Social Media,All Ages,15 days,Website,0.14,6789.00,4.38,Houston,French,488,1654,3,Foodies,1/4/2021
5910,143451,Alpha Innovations,Search,All Ages,45 days,YouTube,0.08,10796.00,7.67,Los Angeles,Spanish,598,4540,3,Foodies,1/6/2021
